Date,Open,High,Low,Last,Volume,Log_Returns,DTB3,MSCI World Last,MSCI World Returns
2006-01-03,90.28431389959331,91.40976008239952,90.28431389959331,91.38312230292482,46184712.0,0.0156516252472154,4.07,1281.3,0.0174700653584916
2006-01-04,92.22296693476318,92.77479892761396,92.13360142984808,92.6496872207328,45162932.0,0.0137647729110848,4.09,1295.12,0.0107281674177197
2006-01-05,92.8775852431526,93.49021799888206,92.28060368921184,93.381777529346,63926671.0,0.0078706479985212,4.1,1295.4,0.0002161728155664
2006-01-06,93.8163059324885,94.613659302456,93.43613322866436,94.27498037456544,66141621.0,0.0095196101710168,4.12,1308.15,0.0097943975922876
2006-01-09,95.4700372418463,95.87518338787947,95.40345333483806,95.65624647331002,57155971.0,0.014545164305121,4.14,1309.42,0.0009703657206138
2006-01-10,95.69116237098866,95.77350403248546,94.91963228244316,95.05724437425977,48249442.0,-0.0062817167899735,4.19,1304.19,-0.0040021326676661
2006-01-12,95.21177802944509,95.8255945639864,94.6070215175538,95.1744054360136,51034191.0,0.0012317727011708,4.22,1307.65,-0.003046629495969
2006-01-13,94.95479204339964,96.30990054249548,94.95479204339964,95.2124773960217,42934840.0,0.0003999431047903,4.23,1306.77,-0.0006731894900081
2006-01-17,94.68756057867,95.1000590571592,93.12885731159189,93.34299586599886,38065397.0,-0.0138042060748126,4.28,1295.45,-0.009205253100671
2006-01-18,92.27863046044862,93.01849665486029,91.95367403159612,92.5068870523416,38872502.0,-0.0089977399115968,4.25,1285.17,-0.0079671198214829
2006-01-19,93.25666610293705,94.41343931450476,93.25666610293705,94.36946840295396,37709979.0,0.0199344965358695,4.25,1296.51,0.0087850337237758
2006-01-20,94.76271186440678,95.66779661016948,94.76271186440678,95.45310734463276,42769616.0,0.0114175114237849,4.25,1281.7,-0.0114887172868549
2006-01-23,95.2322752220902,95.92372545691168,95.1587166864709,95.52877270412492,34545679.0,0.0007923826431267,4.28,1286.6,0.0038157582411214
2006-01-24,95.72574268609512,96.46786400090365,95.42640912684966,95.52016265672653,38395621.0,-9.013447144281017e-05,4.3,1289.02,0.0018791597457184
2006-01-25,95.90831918505944,96.85342388228636,95.90831918505944,96.41312959818904,59077559.0,0.0093050389955568,4.32,1291.07,0.0015890921877847
2006-01-27,96.81277607883112,98.46528485672216,96.81277607883112,98.37693963076228,57166051.0,0.0201640317536833,4.34,1311.68,0.0078835184383395
2006-01-30,98.70629378554123,99.19018705251204,96.90670945779024,97.4042015987743,33649252.0,-0.00993707596475,4.38,1311.64,-3.0495707731491737e-05
2006-01-31,97.50779169263896,97.8670595568652,97.4465914886383,97.65172550575168,40050423.0,0.0025379801938576,4.37,1313.21,0.0011962589764955
2006-02-01,97.63741235014705,97.87039131418231,96.34132549197014,96.55733996833295,65636013.0,-0.0112702990332689,4.37,1314.58,0.0010427013757757
2006-02-02,96.8280146851172,97.32843829426714,95.99774075120024,96.52640497034736,77921898.0,-0.0003204308913741,4.37,1304.52,-0.0076820659566031
2006-02-03,96.59596131002884,97.35166016177384,96.35726002601956,97.0066180213813,61056316.0,0.0049626056488508,4.37,1296.13,-0.0064522554802892
2006-02-06,97.15900101706409,98.43372132444344,96.93863713413946,98.26760085885412,48241930.0,0.0129151751060656,4.38,1297.85,0.0013261476588681
2006-02-07,98.75593757068536,99.25356254241122,98.28319384754582,98.8215335896856,69477658.0,0.0056211540118521,4.39,1289.58,-0.0063924652352488
2006-02-08,98.93131495707183,98.9776321735201,98.44441934026209,98.75169453230907,69970789.0,-0.0007069688636377,4.4,1288.61,-0.0007524659127281
2006-02-10,98.97963800904976,100.210407239819,98.97963800904976,100.14819004524888,46839803.0,0.014042426054811,4.42,1291.21,-0.0020193196109051
2006-02-13,100.19542502118044,100.8709404123129,100.19542502118044,100.73764473312622,38220370.0,0.0058685708752708,4.45,1286.07,-0.00398870655473
2006-02-14,101.34200113058226,101.5319389485585,100.1808931599774,100.38326738270209,45571717.0,-0.003524026551391,4.45,1293.62,0.0058534332085824
2006-02-15,100.9023066485753,101.27091813658976,99.97173224785163,100.11194029850746,36323190.0,-0.0027065709247324,4.44,1295.82,0.0016992095042486
2006-02-16,100.02299949491304,100.65323075257956,99.9282956923299,100.0568222815499,39187114.0,-0.0005507154826775,4.44,1303.18,0.005663731954144
