Date,Open,High,Low,Last,Volume,Log_Returns,DTB3,MSCI World Last,MSCI World Returns
2006-02-21,774.61,777.67,769.93,772.6,247092865.0,-0.0025982266541139,4.46,1302.69,0.0002303192234604
2006-02-22,772.6,779.77,771.48,779.44,273667309.0,0.0088142628849049,4.46,1308.6,0.0045265061260571
2006-02-23,779.44,780.8,774.55,777.3,282471070.0,-0.0027493368809119,4.48,1311.66,0.0023356471427172
2006-02-24,777.3,780.77,775.97,780.65,262390404.0,0.0043005297513552,4.49,1313.12,0.0011124743030457
2006-02-27,780.65,784.16,780.65,782.39,277694732.0,0.0022264314653042,4.51,1319.07,0.0045209579356841
2006-02-28,782.39,782.39,771.36,773.6,310552766.0,-0.0112983933137488,4.51,1309.45,-0.0073197411106989
2006-03-01,773.6,785.17,773.6,785.15,322476640.0,0.0148198381918781,4.49,1316.33,0.0052403596222918
2006-03-02,785.15,785.15,778.53,782.31,299506411.0,-0.0036237009017373,4.5,1314.16,-0.001649883095734
2006-03-03,782.31,785.42,778.86,779.87,257670712.0,-0.0031238423026869,4.5,1311.7,-0.0018736724118444
2006-03-06,779.87,780.11,770.32,772.34,285396854.0,-0.009702371547994,4.49,1308.7,-0.0022897277596651
2006-03-07,772.34,772.34,760.95,763.33,281214182.0,-0.0117344265201304,4.49,1298.58,-0.0077629183069421
2006-03-08,763.33,765.33,756.04,763.87,336896308.0,0.0007071765616872,4.47,1295.72,-0.0022048345670189
2006-03-09,763.87,766.31,759.68,760.26,288729551.0,-0.0047371375812294,4.48,1299.06,0.0025744007928724
2006-03-10,760.26,766.67,756.41,765.2,286869603.0,0.006476757527226,4.5,1303.84,0.003672830591563
2006-03-13,765.2,772.64,765.2,768.54,266194073.0,0.0043553735050017,4.5,1312.83,0.0068713558624315
2006-03-14,768.54,776.84,766.63,776.7,271730374.0,0.010561564354502,4.48,1325.38,0.0095140983217173
2006-03-16,782.13,786.39,782.13,782.51,288288655.0,0.0004857347472535,4.5,1334.48,0.0030695705317113
2006-03-17,782.51,785.15,781.49,784.59,380286287.0,0.0026545864609154,4.52,1338.58,0.0030676477260074
2006-03-20,784.59,786.84,780.77,781.94,245932292.0,-0.0033832770872978,4.55,1340.15,0.0011721974068093
2006-03-21,781.94,785.88,774.19,775.28,283952852.0,-0.0085537568326891,4.57,1332.26,-0.0059047997311907
2006-03-22,775.28,782.29,773.31,781.33,277915216.0,0.0077733413817946,4.57,1337.32,0.0037908630268577
2006-03-23,781.33,783.31,778.44,782.28,262937618.0,0.0012151369163589,4.55,1330.18,-0.0053533398700275
2006-03-24,782.28,786.41,782.14,786.29,255846407.0,0.005112948399959,4.54,1335.52,0.00400645769817
2006-03-27,786.29,787.3,783.82,785.94,218571014.0,-0.0004452274867946,4.51,1333.87,-0.0012362376499043
2006-03-28,785.94,789.67,782.05,783.53,254012985.0,-0.0030711028489796,4.53,1328.8,-0.003808212153437
2006-03-29,783.53,792.52,783.53,791.64,258630528.0,0.0102973922341468,4.51,1332.29,0.0026229868219042
2006-03-30,791.64,795.5,788.88,791.85,251862081.0,0.0002652369149551,4.5,1342.93,0.0079545279291751
2006-03-31,791.85,793.14,787.01,792.11,281345334.0,0.0003282911214109,4.52,1335.07,-0.0058700691335237
2006-04-03,792.11,797.74,790.01,791.11,294467600.0,-0.0012632484847122,4.55,1343.34,0.00617532512282
2006-04-04,791.11,795.16,788.27,793.65,312599427.0,0.0032055354438166,4.56,1350.58,0.00537507975826
2006-04-05,793.65,800.11,792.7,799.51,302986848.0,0.0073564819949222,4.55,1356.25,0.004189408491049
2006-04-07,799.9,803.62,790.46,792.04,256163787.0,-0.0098748242651824,4.57,1346.29,-0.0090652932964495
2006-04-10,792.04,794.01,787.51,789.2,246019134.0,-0.0035921214411333,4.58,1347.24,0.0007053940660709
2006-04-12,781.33,785.04,781.33,783.66,236286046.0,0.0029776570093956,4.58,1333.49,-0.0028007447016282
2006-04-13,783.66,786.68,779.13,784.3,223586164.0,0.0008163474011359,4.58,1334.9,0.0010568171303531
2006-04-17,784.3,787.39,780.0,784.01,240436593.0,-0.0003698248475177,4.61,1339.33,0.0032531784545533
2006-04-18,784.01,802.42,784.01,801.53,350310010.0,0.0221006257971156,4.61,1353.87,0.010797669142677
2006-04-19,801.53,809.31,801.07,809.31,369131394.0,0.0096596316144442,4.61,1363.39,0.0070070872511701
2006-04-20,809.31,813.04,804.06,809.65,313329923.0,0.0004200227368168,4.61,1363.76,0.0002713455455476
2006-04-21,809.65,813.32,804.05,808.31,309470822.0,-0.0016564072120178,4.63,1370.01,0.0045724482229347
2006-04-24,808.31,808.31,801.46,805.22,265430358.0,-0.0038301163008685,4.64,1365.41,-0.0033632892471037
2006-04-25,805.22,806.77,799.02,802.27,338299337.0,-0.0036703224426723,4.67,1364.39,-0.0007473075298335
2006-04-26,802.27,807.32,798.69,799.31,367587359.0,-0.0036963540631303,4.67,1369.51,0.00374556932282
2006-04-27,799.31,804.99,791.02,799.56,374456886.0,0.0003127208616552,4.66,1374.53,0.0036588428742161
2006-04-28,799.56,805.81,798.27,802.69,319292601.0,0.0039070107430804,4.65,1373.38,-0.0008369998050428
2006-05-02,801.14,804.99,800.77,804.99,300313580.0,0.0047941416622122,4.69,1385.43,0.0074041140381176
2006-05-03,805.4,806.13,800.91,803.95,338924888.0,-0.0012927767907361,4.7,1377.58,-0.0056822241841378
2006-05-04,803.95,810.06,803.95,808.55,332346918.0,0.0057054418335321,4.68,1383.95,0.0046133927916267
2006-05-05,808.55,816.91,808.55,816.69,281994898.0,0.0100170658671261,4.7,1399.6,0.0112447521361498
2006-05-08,816.69,818.87,815.0,817.95,239477525.0,0.0015416241491013,4.75,1402.19,0.00184881860364
2006-05-09,817.95,817.95,815.33,816.14,239921606.0,-0.002215301164836,4.76,1406.28,0.0029126199613381
2006-05-10,816.14,816.14,811.4,814.54,251073944.0,-0.0019623721557312,4.76,1402.55,-0.0026559116732423
2006-05-11,814.54,815.84,803.66,803.86,304746230.0,-0.0131984120561563,4.7,1391.15,-0.0081612651865745
2006-05-12,803.86,803.86,789.44,789.75,304950080.0,-0.017708684981262,4.72,1373.12,-0.0130452203955345
2006-05-15,789.75,789.75,779.22,784.67,316919466.0,-0.0064531924507451,4.74,1363.72,-0.0068692630646618
2006-05-16,784.67,788.28,779.11,782.77,291345918.0,-0.002424336409163,4.71,1360.57,-0.0023125301666095
2006-05-17,782.77,782.77,767.94,768.8,329102364.0,-0.0180080531662036,4.71,1336.15,-0.018111385328612
2006-05-18,768.8,773.22,761.56,761.63,313507023.0,-0.00936998419842,4.71,1325.07,-0.0083270560297399
2006-05-19,761.63,767.77,756.34,763.25,365124760.0,0.0021247581573246,4.7,1321.98,-0.0023346755093841
2006-05-22,763.25,763.25,747.75,757.31,373575885.0,-0.0078129507758433,4.71,1308.23,-0.0104555341666278
2006-05-23,757.31,768.14,753.56,753.56,325561422.0,-0.0049640375419702,4.72,1314.31,0.0046367345344423
2006-05-24,753.56,759.33,740.21,752.36,392651955.0,-0.0015937104945697,4.7,1306.63,-0.0058605095737816
2006-05-25,752.36,761.71,752.36,761.46,301140858.0,0.0120227102475242,4.7,1319.74,0.0099834439841832
2006-05-26,761.46,766.66,761.42,766.44,221534176.0,0.00651877431137,4.72,1332.43,0.0095695953447129
2006-05-30,766.44,766.44,754.05,754.17,261723407.0,-0.0161386105757916,4.72,1319.75,-0.011166817867845
2006-05-31,754.17,765.6,754.16,765.56,386615713.0,0.0149897853841657,4.74,1322.25,0.0018925062423636
2006-06-01,765.56,777.13,765.23,777.13,321179682.0,0.0150000543703002,4.71,1332.02,0.0073617560565359
2006-06-02,777.13,783.01,774.76,780.03,271540841.0,0.0037247339423004,4.69,1342.76,0.00803061015793
2006-06-05,780.03,780.03,760.02,760.99,289471360.0,-0.0247121633115933,4.73,1326.15,-0.012447189640632
2006-06-06,760.99,762.37,749.31,756.72,316933381.0,-0.0056269132659644,4.74,1306.01,-0.0153033197450205
2006-06-07,756.72,762.94,750.25,750.33,314451754.0,-0.0084801941461736,4.74,1298.13,-0.0060519204427476
2006-06-08,750.33,750.33,730.62,746.8,407825794.0,-0.0047156980911739,4.74,1276.07,-0.0171397249979468
2006-06-09,746.8,754.37,742.7,745.36,271845900.0,-0.001930088525398,4.75,1283.85,0.0060783336615201
2006-06-12,745.36,746.17,728.63,728.63,272873698.0,-0.0227012645594792,4.81,1269.6,-0.0111614857835291
2006-06-13,728.63,732.12,714.42,716.62,382399933.0,-0.0166203445283182,4.77,1243.94,-0.0204181285875051
2006-06-14,716.62,721.98,713.09,720.23,328019965.0,0.00502489138866,4.77,1250.88,0.0055635419798961
2006-06-15,720.23,744.51,720.17,743.3,357756949.0,0.0315291262882154,4.72,1277.06,0.0207132574455612
2006-06-16,743.3,743.94,734.58,740.24,378562871.0,-0.0041252737904728,4.75,1278.1,0.0008140390875173
2006-06-19,740.24,741.51,726.97,728.33,285530422.0,-0.0162202157487058,4.81,1269.09,-0.0070744919523105
2006-06-20,728.33,733.43,725.27,725.56,267889410.0,-0.0038104717023004,4.8,1270.34,0.0009844729730349
2006-06-21,725.56,741.88,725.56,738.75,300960538.0,0.0180157982305392,4.79,1280.15,0.0076926773893513
2006-06-22,738.75,738.75,731.08,734.43,249590726.0,-0.0058648805751499,4.79,1279.57,-0.0004531745737238
2006-06-23,734.43,745.22,732.43,741.19,258780062.0,0.0091623145398476,4.84,1277.43,-0.0016738369179833
2006-06-26,741.19,745.67,741.19,745.24,230067356.0,0.0054493114671473,4.91,1281.2,0.0029468916789661
2006-06-27,745.24,748.35,737.25,738.3,262929761.0,-0.0093560680870333,4.92,1274.31,-0.0053922831019042
2006-06-28,738.3,740.43,733.05,739.17,273128753.0,0.0011776890232005,4.88,1273.37,-0.0007379263036608
2006-06-29,739.12,760.92,739.12,760.92,352616624.0,0.0290002924116202,4.88,1299.16,0.02005097242667
2006-06-30,763.26,765.28,759.03,764.87,617141173.0,0.0051776572455455,4.87,1319.93,0.015860803115122
2006-07-03,764.87,770.44,763.89,770.44,142595869.0,0.0072558954705357,4.96,1327.96,0.0060652252295905
2006-07-05,770.44,770.44,752.33,758.51,300250675.0,-0.0156057975987189,4.88,1313.97,-0.0126445159459525
2006-07-06,758.51,764.87,757.85,760.49,271950267.0,0.0026069797516741,4.87,1320.02,0.0045937992470897
2006-07-07,760.49,761.36,751.99,753.38,259280028.0,-0.0093932137867304,4.89,1319.12,-0.0006820403880722
2006-07-10,753.38,759.54,750.06,752.08,241008323.0,-0.0017270473119511,4.93,1319.84,0.0005456695197088
2006-07-11,752.08,755.65,745.62,754.96,294231005.0,0.0038220664427822,4.92,1318.01,-0.0013874938253377
2006-07-12,754.96,755.82,744.65,745.87,274058218.0,-0.0121134454294157,4.93,1305.85,-0.0092688535646036
2006-07-13,745.87,745.87,732.46,732.92,321714117.0,-0.0175147668716876,4.92,1289.9,-0.0122894737513896
2006-07-14,732.92,733.11,721.55,727.64,297973125.0,-0.0072301350179588,4.93,1274.69,-0.0118616841961201
2006-07-17,727.64,730.45,721.22,722.51,255354335.0,-0.0070751596727617,4.98,1266.1,-0.0067617022487628
2006-07-18,722.51,727.68,713.92,722.73,320169488.0,0.0003044477065392,5.0,1260.98,-0.0040521131152973
2006-07-19,722.73,741.8,722.55,740.22,322599633.0,0.0239117308836354,4.98,1285.12,0.0189629027722901
2006-07-20,740.22,741.86,723.4,723.49,343599888.0,-0.0228607150354794,4.95,1288.24,0.0024248465265403
2006-07-21,723.49,723.49,710.53,712.86,339894520.0,-0.0148016765776978,4.96,1279.85,-0.0065340621630694
2006-07-24,712.86,728.72,712.85,728.43,283544647.0,0.0216064854685248,4.97,1295.76,0.01235451203147
2006-07-25,728.43,738.75,727.56,737.25,324764564.0,0.0120355145286096,5.0,1303.93,0.0062853854859864
2006-07-26,737.25,740.88,729.4,736.81,347935831.0,-0.0005969906422642,4.98,1303.99,4.601368140926913e-05
2006-07-27,736.81,743.11,727.96,729.27,347430893.0,-0.0102860232442682,4.97,1313.63,0.0073655026942796
2006-07-28,729.27,742.09,729.23,741.0,283459088.0,0.0159565914872335,4.94,1328.16,0.0110002282669088
2006-07-31,741.0,744.02,738.54,742.51,282055058.0,0.0020357133035428,4.97,1327.23,-0.0007004621076566
2006-08-01,742.51,742.51,731.39,736.44,310317796.0,-0.0082085724106237,4.99,1318.66,-0.0064779941490844
2006-08-02,736.44,745.41,735.74,741.2,301733597.0,0.0064427282221987,4.97,1330.66,0.0090589902806702
2006-08-03,741.2,748.23,735.52,746.27,298189536.0,0.0068169706064922,4.98,1327.09,-0.0026864845430282
2006-08-04,746.27,756.35,738.47,743.06,288018648.0,-0.0043106698591311,4.96,1335.69,0.0064594370563199
2006-08-07,743.06,743.06,735.89,738.54,228141973.0,-0.0061015308083064,4.99,1324.4,-0.008488485570855
2006-08-08,738.54,741.67,730.18,732.16,288536905.0,-0.0086761950389357,4.97,1324.23,-0.0001283682509324
2006-08-09,732.16,739.45,726.52,726.77,273650958.0,-0.0073890104711588,4.94,1326.96,0.0020594532756283
2006-08-10,726.77,732.8,721.31,731.3,263678960.0,0.0062137134367406,4.92,1322.28,-0.0035330924101012
2006-08-11,731.29,731.29,722.09,725.1,211009125.0,-0.0085141958993584,4.94,1318.5,-0.0028627924943445
2006-08-14,725.1,733.23,723.93,725.38,214872000.0,0.0003860790958551,4.99,1323.13,0.0035054150210996
2006-08-16,738.81,749.76,738.65,749.19,273659332.0,0.0139518392137176,4.94,1351.79,0.0096484804100403
2006-08-17,749.19,752.38,746.48,749.09,246274084.0,-0.0001334863979342,4.96,1354.75,0.0021872953513471
2006-08-18,749.09,751.56,743.88,750.58,201621739.0,0.0019871044833631,4.97,1354.91,0.0001180959974211
2006-08-21,750.58,750.58,742.42,743.94,174914664.0,-0.0088858545757347,4.98,1354.35,-0.0004133970220468
2006-08-22,743.94,746.87,742.01,744.77,192416121.0,0.0011150594622173,4.97,1354.18,-0.0001255293463414
2006-08-23,744.77,747.11,735.0,737.75,212420127.0,-0.0094704320589743,4.96,1348.5,-0.0042032414954717
2006-08-24,737.75,739.9,731.61,735.95,226690822.0,-0.002442832184453,4.96,1348.52,1.483118404790572e-05
2006-08-25,735.95,739.95,733.57,735.52,194128642.0,-0.0005844495806779,4.98,1345.06,-0.0025690730574471
2006-08-28,735.52,742.34,734.73,741.26,183982777.0,0.0077737088881447,4.97,1350.51,0.0040436771638092
2006-08-29,741.26,745.25,736.33,744.97,225845270.0,0.0049925081663249,4.94,1353.59,0.002278023247619
2006-08-30,744.97,747.74,743.15,746.67,213170628.0,0.0022793713443375,4.92,1358.7,0.0037680381124641
2006-08-31,746.67,751.45,746.64,749.96,215890297.0,0.0043965513180249,4.92,1358.87,0.0001251117728129
2006-09-01,749.96,755.31,748.9,753.6,174803363.0,0.0048418514874032,4.89,1365.17,0.0046254909857849
2006-09-05,753.6,757.15,752.04,756.68,205798404.0,0.0040787195353092,4.87,1370.82,-0.001603592389821
2006-09-06,756.68,756.68,743.14,743.62,232261396.0,-0.017410291131127,4.84,1355.84,-0.0109879124762521
2006-09-07,743.62,744.65,735.67,738.96,263440760.0,-0.0062863593819808,4.84,1343.01,-0.0095078249262969
2006-09-08,738.96,742.08,738.21,739.36,215309163.0,0.0005411548376016,4.8,1344.48,0.0010939576680106
2006-09-11,739.36,742.41,731.47,738.41,241558087.0,-0.0012857212297838,4.81,1337.72,-0.0050406489547738
2006-09-12,738.41,751.7,738.31,750.81,274697369.0,0.0166533978577476,4.78,1349.31,0.0086266784344221
2006-09-13,750.81,757.75,750.37,757.44,250173114.0,0.008791702575699,4.79,1353.52,0.0031152557909844
2006-09-14,757.44,757.44,750.72,752.29,224794557.0,-0.006822438417244,4.82,1356.58,0.0022582202135621
2006-09-15,752.29,756.12,749.99,751.64,339624711.0,-0.0008644019874233,4.83,1355.1,-0.0010915743354347
2006-09-18,751.64,755.22,749.22,751.43,234648517.0,-0.0002794281056323,4.82,1357.59,0.0018358166243257
2006-09-19,751.43,752.49,742.18,748.87,249294993.0,-0.0034126541152087,4.82,1354.82,-0.0020424647917966
2006-09-20,748.87,757.39,748.86,753.38,255890278.0,0.0060043448821358,4.81,1359.43,0.0033968900674922
2006-09-21,753.38,756.5,747.49,748.25,276113869.0,-0.0068326018494383,4.79,1360.11,0.000500084583548
2006-09-22,748.25,748.25,739.28,742.69,226252310.0,-0.0074584165349003,4.8,1354.46,-0.0041627279154639
2006-09-25,742.69,750.72,737.1,749.95,264506529.0,0.0097278074434604,4.76,1357.27,0.0020724784589799
2006-09-26,749.95,756.38,748.72,756.14,260953073.0,0.0082200065786898,4.76,1364.75,0.0054959323061134
2006-09-27,756.14,760.47,755.34,758.18,261145143.0,0.0026942802499532,4.76,1373.84,0.0066384770137396
2006-09-28,758.18,762.44,755.16,758.77,229846707.0,0.0007778766996279,4.75,1375.82,0.0014401783073024
2006-09-29,758.77,760.22,753.95,754.25,244010109.0,-0.0059748231304692,4.77,1373.37,-0.0017823436347333
2006-10-03,750.18,752.46,744.12,748.13,250989930.0,-0.0027364180699548,4.78,1373.27,-0.0016734335477796
2006-10-04,748.13,760.04,746.51,760.01,285387365.0,0.0157548314235408,4.8,1381.24,0.0057868893136415
2006-10-05,760.01,769.23,759.83,768.95,277308831.0,0.0116943567973834,4.81,1390.59,0.0067464710776953
2006-10-06,768.95,768.95,760.44,764.1,229310948.0,-0.0063272772324115,4.82,1383.81,-0.0048875529821316
2006-10-09,764.1,771.16,762.24,768.39,211537612.0,0.0055987461010172,4.82,1385.52,0.0012349559043732
2006-10-10,768.39,772.54,768.14,771.32,243578397.0,0.0038059160968659,4.87,1387.73,0.0015937982279411
2006-10-11,771.32,773.07,764.97,769.62,255453622.0,-0.00220644631159,4.89,1385.17,-0.0018464428773689
2006-10-12,769.62,781.02,769.53,781.02,239696479.0,0.0147038711666096,4.93,1394.94,0.007028527806429
2006-10-13,781.02,785.64,779.88,784.65,225951262.0,0.0046370007783057,4.92,1398.12,0.002277073442061
2006-10-16,784.65,790.45,784.65,790.45,214979783.0,0.007364645057467,4.96,1405.17,0.0050298148697984
2006-10-17,790.45,790.45,780.09,783.82,259310087.0,-0.0084230013887641,4.96,1397.96,-0.0051442608085229
2006-10-18,783.82,788.91,779.63,782.13,252357250.0,-0.00215843501532,4.96,1401.88,0.0028001618387926
2006-10-19,782.13,786.45,779.7,785.76,257261534.0,0.0046304351528218,4.97,1406.38,0.0032048342045325
2006-10-20,785.76,786.22,778.19,780.32,237188572.0,-0.0069473103291919,4.96,1409.58,0.0022727605345604
2006-10-23,780.32,786.02,776.6,784.17,244861718.0,0.0049217416176723,4.99,1414.45,0.0034489752782806
2006-10-26,789.56,796.53,787.73,796.53,309824006.0,0.0087889651494439,4.99,1430.04,0.0061867582281694
2006-10-27,796.53,796.53,787.14,787.24,279251442.0,-0.0117316359689939,4.98,1424.88,-0.0036148162601852
2006-10-30,787.24,790.69,782.61,788.76,232794438.0,0.0019289346082486,4.97,1420.79,-0.0028745447056813
2006-10-31,788.76,789.92,781.25,785.01,268901154.0,-0.0047656355087119,4.95,1422.93,0.0015050711068372
2006-11-01,785.01,788.29,775.05,775.49,268354386.0,-0.0122013689278315,4.94,1419.3,-0.0025543337264736
2006-11-02,775.49,775.78,769.71,775.04,264845095.0,-0.0005804467022689,4.94,1416.78,-0.0017771012546886
2006-11-03,775.04,779.07,771.53,776.35,245046760.0,0.001688808502506,4.96,1413.91,-0.002027774841768
2006-11-06,776.35,787.52,776.32,785.1,247559352.0,0.0112076487770309,4.96,1427.17,0.0093345462166902
2006-11-07,785.1,792.13,784.28,786.97,235852789.0,0.002379030045714,4.95,1436.01,0.0061749719467774
2006-11-08,786.97,792.97,782.28,791.61,247291866.0,0.0058787180414443,4.97,1433.31,-0.001881979560952
2006-11-09,791.61,793.26,785.4,787.05,275188183.0,-0.0057770674905379,4.96,1428.56,-0.0033195109224018
2006-11-10,787.05,792.27,787.05,792.27,206848572.0,0.0066104640082036,4.97,1431.87,0.0023143383878703
2006-11-13,792.27,795.61,790.48,793.71,214004989.0,0.0018159124272748,4.96,1430.22,-0.0011530037020462
2006-11-14,793.71,802.0,791.37,801.99,242199774.0,0.0103779837245389,4.96,1436.75,0.0045553398131577
2006-11-15,801.99,808.78,801.81,806.56,255056193.0,0.0056821513734727,4.96,1440.88,0.0028704196409511
2006-11-16,806.56,809.38,805.22,806.75,263282176.0,0.0002355405977504,4.96,1442.01,0.0007839356048066
2006-11-17,806.75,806.76,799.86,805.73,252916327.0,-0.0012651321393723,4.96,1439.75,-0.0015684862468269
2006-11-20,805.73,809.33,803.75,807.03,219134779.0,0.0016121435074765,4.95,1435.6,-0.0028866071133295
2006-11-21,807.03,808.63,805.11,808.63,218481535.0,0.0019806153807668,4.94,1439.38,0.0026295850253816
2006-11-22,808.63,812.41,807.64,812.39,196418348.0,0.0046390627422412,4.92,1449.08,0.0067164069877986
2006-11-24,812.39,812.79,807.77,811.63,70521269.0,-0.000935949132991,4.91,1447.92,-0.0011803076381912
2006-11-27,811.63,811.63,795.25,795.25,244246171.0,-0.020388040660939,4.92,1432.77,-0.0105184102967681
2006-11-28,795.25,798.42,792.42,797.44,261108235.0,0.0027500660897255,4.91,1433.7,0.0006488817483742
2006-11-29,797.44,807.18,797.36,807.11,257335904.0,0.0120533695730007,4.91,1450.33,0.0115326014754822
2006-11-30,807.11,811.59,804.15,809.2,291614848.0,0.0025861390016106,4.9,1455.17,0.0033316155407765
2006-12-01,809.2,811.32,800.33,809.28,278238209.0,9.885818800976944e-05,4.9,1452.99,-0.0014992300343382
2006-12-04,809.28,819.28,809.24,818.62,218336205.0,0.0114750322352467,4.88,1462.03,0.0062023787008935
2006-12-05,818.62,821.6,816.97,820.37,233197514.0,0.002135462284735,4.86,1467.55,0.0037684627370487
2006-12-06,820.37,822.02,817.43,819.64,213928637.0,-0.0008902385329502,4.86,1469.25,0.0011577228206749
2006-12-07,819.64,821.94,815.4,816.01,204736137.0,-0.0044386096776546,4.85,1468.72,-0.0003607933408096
2006-12-08,816.01,819.76,812.22,816.04,196526687.0,3.676357955137719e-05,4.84,1469.49,0.0005241286481411
2006-12-11,816.04,817.01,812.86,814.99,183711205.0,-0.0012875301435922,4.81,1469.07,-0.0002858542979282
2006-12-12,814.99,814.99,807.26,810.8,210805721.0,-0.0051544286490911,4.81,1471.44,0.0016119656203791
2006-12-13,810.8,814.92,810.52,811.91,214265352.0,0.0013680820024866,4.82,1474.73,0.0022334090480692
2006-12-14,811.91,821.86,811.86,818.32,212558517.0,0.0078639615684204,4.83,1483.74,0.0060910050506893
2006-12-15,818.32,820.88,815.55,816.07,286308383.0,-0.0027533225501832,4.79,1483.77,2.0218971461694937e-05
2006-12-18,816.07,818.54,806.49,807.73,213796201.0,-0.010272291336679,4.84,1479.97,-0.0025643289103166
2006-12-19,807.73,810.11,801.67,808.28,228910024.0,0.0006806888834057,4.84,1479.93,-2.7027940134748195e-05
2006-12-20,808.28,812.89,808.17,808.84,186995355.0,0.0006925893222334,4.84,1483.75,0.0025778775815667
2006-12-21,808.84,812.62,803.9,805.23,197273997.0,-0.0044731715718049,4.84,1479.41,-0.0029293072958623
2006-12-22,805.23,805.46,801.23,802.16,138093229.0,-0.0038198616800541,4.86,1472.99,-0.0043490110546889
2006-12-26,802.16,806.81,801.46,806.51,118189135.0,0.0054082075287682,4.87,1474.82,0.0016286427508416
2006-12-27,806.51,813.66,806.39,813.54,135847407.0,0.0086787989578346,4.85,1486.32,0.007767317869042
2006-12-28,813.54,813.54,810.28,810.53,139991054.0,-0.0037067410227778,4.87,1486.64,0.0002152736674801
2006-12-29,810.53,812.05,803.54,804.37,155313872.0,-0.0076289923546392,4.89,1483.58,-0.002060454163392
2007-01-03,804.37,813.48,799.36,807.23,315137834.0,0.0035492715343294,4.92,1488.63,-0.0038150199642627
2007-01-04,807.23,810.54,801.71,809.05,265021421.0,0.0022520859866319,4.91,1484.35,-0.0028792679108718
2007-01-05,809.05,809.05,798.27,800.4,238919859.0,-0.0107491171362386,4.92,1469.8,-0.0098506288811421
2007-01-08,800.4,802.88,796.64,801.01,231668791.0,0.0007618286753584,4.95,1471.38,0.0010743988140727
2007-01-09,801.01,804.53,797.23,803.38,227827806.0,0.0029543960307279,4.95,1472.73,0.0009170853633983
